x,y,hue,cat,location,name
12.409976,3.0343285,5,"Retail, Retail Technology, Shopping",Bay Area,Standard Cognition
13.640404,6.1525793,5,"Enterprise Software, Human Resources, Machine Learning",Bay Area,Talview Inc
-11.306738,45.982708,5,"Construction, Information Technology, Machine Learning, Software",Bay Area,OpenSpace
-46.574665,-0.7914003,5,"Analytics, Information Technology, Software",Bay Area,EARTH AI
-23.564707,-36.02448,5,"Automotive, Autonomous Vehicles, Logistics, Machine Learning, Manufacturing",Bay Area,Scotty Labs
-21.185125,-30.844658,5,"Health Care, Machine Learning, SaaS",Bay Area,VeriSIM Life
17.494827,3.6674414,5,Artificial Intelligence,Bay Area,Recogni
26.105654,-27.114883,5,"College Recruiting, Machine Learning, Professional Networking",Bay Area,Jumpstart
31.641869,24.36719,2,"FinTech, Internet",Los Angeles,Dave Inc.
21.441313,1.5355043,5,"Autonomous Vehicles, Computer Vision, Transportation, Travel",Bay Area,AutoX
-21.02092,-22.431204,5,"Financial Services, FinTech, Insurance, InsurTech, Machine Learning, Real Estate",Bay Area,States Title
31.6633,24.334984,2,"Finance, FinTech, Machine Learning, Messaging, Personal Finance",Los Angeles,Stackin'
25.503777,-25.302727,5,"Biotechnology, Life Science, Machine Learning, Pharmaceutical",Bay Area,Insitro
-11.088028,48.84517,5,"Human Resources, Information Technology",Bay Area,Crosschq
4.3800497,26.879694,5,"Computer, Information Technology, Machine Learning, Manufacturing, Robotics, Software",Bay Area,Bright Machines
14.011353,5.6836753,4,"Analytics, Education",New York,Narrator
14.000935,6.096594,5,"Health Care, Machine Learning, Natural Language Processing, Software",Bay Area,Suki
-11.0824,48.854168,5,"Big Data, Business Intelligence, Developer APIs, Enterprise Software, Machine Learning, Natural Language Processing, Text Analytics",Bay Area,Spectrum
2.4268024,-13.142036,5,"Computer Vision, Enterprise Software, Machine Learning",Bay Area,Labelbox
25.88549,-26.693768,5,"Construction, Machine Learning, SaaS",Bay Area,indus.ai
4.073752,26.741325,5,"Agriculture, Food and Beverage, Machine Learning, Software",Bay Area,Afresh Technologies
-15.040035,-3.2690883,4,"eSports, Sports, Video Games",New York,Statespace
-24.774035,-38.5363,4,"B2B, Natural Language Processing, SaaS",New York,Airbud Technologies Inc.
13.645185,6.155177,5,"Machine Learning, Software, Virtual Assistant",Bay Area,Rasa
-14.641317,-3.6304348,3,"Digital Marketing, Machine Learning, Predictive Analytics, Web Design",Boston,WEVO
-21.679855,-31.204397,5,"Customer Service, Knowledge Management, Machine Learning, Natural Language Processing, SaaS",Bay Area,Forethought
31.825785,23.420265,5,"Financial Services, Insurance, Machine Learning",Bay Area,Crux Informatics
-25.292006,5.0803857,5,"Call Center, SaaS",Bay Area,Observe.AI
5.3590255,12.53379,5,"Information Services, Information Technology, Machine Learning, Software",Bay Area,Weights & Biases
-9.62884,-0.40337542,5,"Business Intelligence, Data Center Automation, Information Technology, Software",Bay Area,FortressIQ
-23.10626,-34.320057,4,"Analytics, Employee Benefits, Health Care, Machine Learning",New York,Covera Health
-16.042747,-27.207909,5,"EdTech, Education, Language Learning, Machine Learning, Robotics",Bay Area,ROYBI
-28.435635,8.294877,5,"Machine Learning, SaaS, Software",Bay Area,Ople
38.18387,19.515844,5,"Privacy, Security, Software",Bay Area,Trace Data
-26.62791,8.2839,5,"Developer Tools, Machine Learning",Bay Area,Determined AI
-28.346577,8.239233,0,"Analytics, Machine Learning, Predictive Analytics, SaaS",Austin,Pinpoint
6.2831364,6.4316583,5,"Knowledge Management, Machine Learning, Software",Bay Area,Golden
12.853065,7.970198,5,"Health Care, Health Diagnostics, Information Services, Information Technology, Medical, Medical Device",Bay Area,Notable
-3.8853762,1.8921868,5,"Automotive, Transportation",Bay Area,Populus
11.925299,-48.720078,3,"Hardware, Software",Boston,Lightmatter
-33.828373,27.477543,5,"Automotive, Autonomous Vehicles, Machine Learning",Bay Area,Gatik
-43.82177,-4.5755935,4,"Cyber Security, Enterprise Software, Health Care, Medical Device, Network Security, Software",New York,CyberMDX
4.7645345,29.221037,5,"Computer, Hardware, Software",Bay Area,Luminous Computing
-45.810005,-1.4149308,5,"Education, Information Technology",Bay Area,Navigator
4.635173,28.978315,5,"Cloud Data Services, Enterprise Software, Machine Learning, SaaS",Bay Area,Prophecy.io
43.201748,15.348033,0,"Computer Vision, Cyber Security, Information Technology, Physical Security, Security, Software",Austin,Athena Security
30.197277,24.7384,4,"Computer, Machine Learning, Software",New York,Spell
25.839548,-26.479084,0,"Commercial Lending, Commercial Real Estate, Construction, FinTech, Software",Austin,Rabbet
32.960243,23.098574,5,"Robotics, Software",Bay Area,covariant.ai
-20.39289,-27.990091,4,"E-Commerce, Fashion, Information Services, Machine Learning",New York,Choosy
-33.901043,27.862976,5,Developer Platform,Bay Area,Neuromation.io
-9.018955,-0.29177713,5,"Security, Smart Home",Bay Area,Cherry Home
-33.52287,27.943552,4,"Analytics, Big Data, Machine Learning, Marine Transportation, Shipping",New York,Nautilus Labs
6.702272,26.60176,5,"Advertising Platforms, Machine Learning, Marketing, SaaS, Sales",Bay Area,Adext AI
-5.963623,-0.9650918,5,"Advertising, Analytics, Human Resources, Intelligent Systems, Machine Learning, Recruiting, SaaS",Bay Area,Joveo
21.231588,-19.0795,4,"Enterprise Applications, FinTech, Human Computer Interaction, Human Resources, Machine Learning, Psychology",New York,FairFrame
25.120754,-23.359707,5,"Cloud Data Services, Enterprise Software, Machine Learning, Natural Language Processing",Bay Area,Augment CXM
-24.705303,-38.405453,4,"Construction, Hardware, Information Technology, Internet of Things, Software",New York,BuildStream
-11.305656,45.97122,5,"3D Technology, Augmented Reality, E-Commerce, Fashion, Image Recognition, Retail Technology, SaaS",Bay Area,Allure Systems
11.648234,-46.403255,5,"Construction, Mining, Software",Bay Area,SafeAI
3.1350918,-15.1144705,5,"Big Data, Machine Learning",Bay Area,Fiddler Labs
-23.052174,-34.13603,5,"Construction, Logistics, SaaS, Supply Chain Management",Bay Area,Agora
-11.705314,49.46695,4,"Information Technology, Machine Learning, Security, Software",New York,Aegis AI
13.735102,6.180338,5,"3D Technology, Augmented Reality, Computer Vision, Machine Learning, Retail Technology",Bay Area,RestAR
-8.46961,-2.2915592,5,"Blockchain, Cyber Security, Insurance, Internet of Things, Software",Bay Area,NXM LABS INC.
43.721947,14.741057,5,"Robotics, Software",Bay Area,"Bear Robotics, Inc."
-20.397003,-27.953066,5,"Compliance, FinTech, Machine Learning, Natural Language Processing, Video, Video Advertising, Video Chat, Video Conferencing",Bay Area,Theta Lake
-11.16577,49.4497,5,"Augmented Reality, Computer Vision, Machine Learning, Navigation",Bay Area,"Phiar Technologies, Inc."
26.192623,-27.796957,5,"Customer Service, E-Commerce, Internet, Machine Learning",Bay Area,Simplr
-24.709255,-38.40432,4,"Beauty, Fashion, Food and Beverage, Machine Learning, Predictive Analytics",New York,SPATE
24.631233,-22.938646,5,"Machine Learning, Natural Language Processing",Bay Area,kea
24.942087,-22.919447,5,"Consumer, Content Discovery, Machine Learning, Mobile Apps, Personal Health, Wellness",Bay Area,Aura Health
-16.015291,-27.172861,5,"Brand Marketing, Communities, Information Technology, Machine Learning, Software, Travel",Bay Area,Thatch
-31.87386,25.754047,5,"Collaboration, Enterprise Applications, Enterprise Software, Industrial Automation, Internet, Logistics, Machine Learning, Supply Chain Management",Bay Area,Slync.io
5.669455,11.133774,5,"Computer, Machine Learning, Software",Bay Area,NanoNets
24.784086,0.086097404,5,"iOS, Machine Learning, Software",Bay Area,Textile
44.134285,14.295508,5,"Cyber Security, Machine Learning, SaaS",Bay Area,Clearedin
20.754604,1.9618493,4,"Analytics, Big Data, Blockchain, Financial Services, Machine Learning",New York,Solidus Labs
-20.391909,-27.989176,5,"Collaboration, Virtual Assistant",Bay Area,Voicea
40.080933,17.77368,0,"Customer Service, Enterprise Software, Machine Learning",Austin,Agara Labs
23.58267,0.4027503,5,"Audio, Music Venues",Bay Area,Descript
-20.39491,-27.987791,4,"Apps, Content, Machine Learning",New York,Canopy
12.409804,3.0342348,4,"Biometrics, Cyber Security, Developer APIs, FinTech, Fraud Detection, Identity Management, Software",New York,TypingDNA
5.582722,26.814194,5,"Blockchain, Cloud Infrastructure, Enterprise Software, SaaS",Bay Area,DIYblockchain
-22.583216,-33.61234,0,"Health Care, Human Computer Interaction, Machine Learning, Robotics, Software",Austin,Diligent Robotics
40.189953,17.622002,5,"Cloud Computing, Cloud Infrastructure, Data Center Automation, Infrastructure, Machine Learning, Open Source",Bay Area,Agile Stacks
-28.718748,8.777223,5,"Hardware, Sensor",Bay Area,VergeSense
17.838444,3.7699838,5,Automotive,Bay Area,Helm.ai
14.072883,5.8663573,5,"Analytics, Developer APIs, Developer Tools, Machine Learning, Predictive Analytics",Bay Area,Moesif
2.453816,-14.203287,4,"Information Technology, Internet, Life Science",New York,Jetson
5.55825,26.81496,2,"Digital Entertainment, Messaging, Video",Los Angeles,Blue Fever
-44.276764,-4.4577866,5,"Machine Learning, Natural Language Processing",Bay Area,Superb AI
-23.560356,-36.01402,5,"Enterprise Software, Gamification, Machine Learning, Sales Automation",Bay Area,SetSail
5.764982,10.865925,5,"Biotechnology, Life Science, Machine Learning, Software",Bay Area,InterVenn
21.11845,-21.525915,5,"Employee Benefits, Health Care, Health Insurance, Hospital, Pharmaceutical",Bay Area,WithMe Health
-10.905935,45.98343,5,"Internet, Machine Learning",Bay Area,"Socrates.AI, Inc."
-15.047836,-3.6287565,5,"Marketing Automation, Sales Automation, Virtual Assistant",Bay Area,Exceed.ai
-23.095451,-34.266186,5,"E-Commerce, Machine Learning, Marketplace, Personal Health, Wellness",Bay Area,Seknd
-28.394205,8.8783245,5,Software,Bay Area,AI Foundation
26.450111,-28.374166,5,"Blockchain, Finance, Financial Services, FinTech",Bay Area,Figure
-20.389673,-27.990078,5,Information Technology,Bay Area,Rain Neuromorphics
12.014065,-50.49632,5,"Customer Service, Enterprise, Natural Language Processing, Software",Bay Area,Apprente
7.8984885,8.423858,5,"Internet, Software",Bay Area,FrontdeskAI
-26.734598,7.4030433,5,"Employment, Human Resources",Bay Area,Cultivate
24.476454,-23.306585,3,"Machine Learning, Medical Device, Robotics",Boston,Activ Surgical
-22.58329,-33.612415,5,"Analytics, Information Technology, Machine Learning, Software",Bay Area,Promethium
40.186436,17.626648,4,Machine Learning,New York,Datagran
-14.534462,-3.2670205,4,"Computer, Enterprise Software, Human Resources, Industrial Automation, Information Services, Information Technology, Machine Learning, Robotics",New York,electroNeek
8.812971,4.7428,5,"Big Data, Bitcoin, Blockchain, Cryptocurrency, Cyber Security, Ethereum, FinTech, Machine Learning, Risk Management",Bay Area,AnChain.ai
21.277456,-23.5255,4,"Building Maintenance, Machine Learning, Property Management, Real Estate, Robotics",New York,Skyline Robotics
-23.181253,-35.166065,5,"Cloud Computing, Developer Tools, Internet, Machine Learning",Bay Area,Datree
-30.137537,25.031841,4,"Ad Retargeting, Ad Server, Ad Targeting, Advertising, Advertising Platforms, Digital Marketing, Fraud Detection, Mobile Advertising, Video Advertising",New York,Kubient
2.6622016,-15.689143,4,"Banking, Consumer, Financial Services, FinTech, Internet, Machine Learning, Personal Finance",New York,Harvest Platform
-7.7610927,-1.2230626,5,"Industrial Automation, Machine Learning",Bay Area,Overview
9.064469,4.813125,5,"Automotive, Machine Learning, Software",Bay Area,Revvo Technologies
26.18575,-27.78617,5,"Enterprise, Enterprise Software, Machine Learning",Bay Area,Allganize
17.439846,3.6129842,5,Machine Learning,Bay Area,Myia Labs
42.066048,16.340324,3,"Big Data, Finance, Financial Services, FinTech, Machine Learning",Boston,Aiera
11.642037,-48.800987,5,"GPU, Machine Learning, Training",Bay Area,Snark AI
3.3178463,-15.32741,5,"Health Care, Sports",Bay Area,Zone7
30.190277,24.728615,5,"Construction, Real Estate, Robotics",Bay Area,Dusty Robotics
-26.027292,8.107468,5,"Emerging Markets, Medical",Bay Area,Bot MD
-5.9636235,-0.96509165,5,"Apps, Messaging, Software",Bay Area,Mirror Emoji Keyboard
-33.481876,27.6071,5,"Blockchain, Education, Health Care, Machine Learning, SaaS",Bay Area,"SMARTIFICIAL RESEARCH & TECHNOLOGY, INC"
18.318686,3.1858704,5,"B2C, Information Technology, Machine Learning",Bay Area,2Hz
40.441757,18.03432,4,"Consulting, Content, Information Services, Information Technology, Machine Learning, Professional Services",New York,Xperiti
17.423603,3.3858757,4,"Health Care, Hospital, Medical",New York,Precision Health AI
30.209831,24.748415,5,"Information Technology, Machine Learning",Bay Area,Dyneti Technologies
-21.68086,-31.203909,5,"B2B, Brand Marketing, Enterprise, Retail Technology",Bay Area,COMMERCE.AI
22.296844,-23.44101,5,"Cloud Computing, Developer Platform, Developer Tools, Enterprise Software, GPU, Machine Learning",Bay Area,Onepanel
32.95961,23.101408,5,"Apps, Virtual Assistant",Bay Area,Aiqudo
11.847203,-47.147274,5,"B2B, Blockchain, Cryptocurrency, E-Commerce, FinTech, Gamification, Machine Learning, Mobile, SaaS",Bay Area,Monetizr
-16.017384,-27.17564,4,"Asset Management, Commercial Real Estate, Manufacturing, Property Management, Real Estate, Residential",New York,Okapi
11.642242,-48.801186,4,"Analytics, FinTech, Information Technology, InsurTech, Machine Learning, Predictive Analytics, Software",New York,Stratyfy
40.76634,17.442062,5,"Analytics, Information Technology, Software",Bay Area,Vannevar Labs
-10.910306,45.973915,3,"Computer, Information Technology, Machine Learning, Software",Boston,BlinkAI
24.483355,-23.181341,5,"Marketing Automation, Messaging",Bay Area,EyeLevel.ai
17.801311,3.1557336,5,"Developer Tools, Machine Learning, Privacy, SaaS",Bay Area,Tonic
-44.278107,-4.567733,4,"Enterprise Software, Machine Learning, SaaS, Sales Automation",New York,Jiminny
11.684207,-50.64207,5,"Health Care, Hospital",Bay Area,Visla Labs
-44.786827,-5.81918,0,"Cyber Security, Information Technology, Security, Software",Austin,Ontic Technologies
-5.8885665,-1.3818433,5,Machine Learning,Bay Area,Aingel Corp.
-44.272194,-4.5839853,3,"Health Care, Health Diagnostics, Medical, Natural Language Processing, Psychology",Boston,Marigold Health
-0.33580416,-12.263347,5,"Enterprise Software, Intelligent Systems, Machine Learning, Natural Language Processing",Bay Area,"Senseforth, Inc"
41.220394,17.066675,5,"Computer, Software",Bay Area,Ambient.ai
-11.061201,49.217457,5,Software,Bay Area,"VoiceSell, Inc."
-21.61471,-30.671555,0,"Information Technology, Machine Learning",Austin,Hypergiant
5.8415995,10.739016,5,"Cyber Security, Enterprise Software, Machine Learning, SaaS",Bay Area,Kriptos
25.546238,-25.354013,5,"Finance, FinTech",Bay Area,Clerkie
11.570417,-46.79612,5,"Aerospace, Air Transportation, Autonomous Vehicles, Robotics",Bay Area,Pyka
-7.689197,-1.2844391,4,"Information Services, Information Technology, Machine Learning",New York,Dasha.AI
-11.080345,48.861233,5,"Cloud Computing, Computer Vision, Medical, Medical Device, Video",Bay Area,Virgo Surgical Video Solutions
25.49216,-25.359428,4,"3D Technology, Animation, Graphic Design, Human Computer Interaction, Software",New York,RADiCAL
3.122794,-15.114077,4,"Analytics, Industrial Automation, Manufacturing",New York,ChemTech AI
44.423225,14.277639,5,"Apps, Machine Learning, Mobile Apps, Real Estate, Rental, Rental Property",Bay Area,keyo AI
-15.042114,-3.2720332,5,"Intelligent Systems, Machine Learning, Productivity Tools, Software, Video Conferencing",Bay Area,Lentil AI
-20.39845,-27.958231,5,"Blockchain, Machine Learning, Management Information Systems",Bay Area,"CoinAlpha, Inc."
1.6316795,18.766819,5,"B2B, Human Resources, Machine Learning, Recruiting, SaaS, Speech Recognition",Bay Area,VCV
3.3301227,26.212305,5,"Autonomous Vehicles, Computer Vision, Machine Learning, Simulation, Software Engineering",Bay Area,Metamoto
-5.9636283,-0.9650888,5,"Information Technology, Machine Learning",Bay Area,platform.ai
24.601906,-22.978273,0,"Analytics, Business Travel, Machine Learning, Travel",Austin,Shep Travel
-20.40264,-27.971989,5,"Audio, Education, Internet, Speech Recognition, Training",Bay Area,Ambit Analytics
43.31543,15.263622,5,"B2B, Big Data, Enterprise Software, Machine Learning, Marketing",Bay Area,Fortella
-24.730707,-38.455593,5,"Biotechnology, Enterprise Software, Health Care, Health Diagnostics, Machine Learning, Medical, SaaS, Software",Bay Area,Darmiyan
24.606272,-23.496815,4,"Analytics, Commercial Real Estate, FinTech, Real Estate, Real Estate Investment",New York,B+E
-14.88181,-3.0995696,2,"CRM, E-Commerce, Machine Learning, Retail Technology",Los Angeles,PRZM
4.4832006,28.52026,4,"B2B, Image Recognition, Machine Learning, SaaS",New York,omniX labs
11.70151,-49.803673,4,Energy,New York,Amperon
2.422444,-14.537144,4,"Machine Learning, Sports",New York,SportsGrid
38.1853,19.517582,5,"Payments, Transaction Processing",Bay Area,Beacons AI
26.15439,-0.56706387,2,"Mobile Apps, Social Media",Los Angeles,Capture Technologies
-21.18676,-30.839417,4,"Analytics, Data Visualization, Information Technology, Software",New York,ETFLogic
25.51777,-25.389214,5,"Advertising, Fitness, Lifestyle, Mobile Apps",Bay Area,Steps Mobile Inc.
23.571598,0.41075143,5,"Insurance, Machine Learning, Security",Bay Area,AI Insurance
1.6508358,-12.890204,5,"Advertising, Computer Vision, Internet of Things, Predictive Analytics",Bay Area,Omnee Inc.
26.895882,-0.9343796,5,"Human Computer Interaction, Machine Learning, Robotics, Speech Recognition",Bay Area,ORBAI
-23.583864,-36.06688,5,"FinTech, Marketplace",Bay Area,Become
-11.769424,49.133827,5,"Big Data, Data Visualization, Enterprise Software, GPU, Machine Learning, Real Time",Bay Area,PipelineAI
-17.879675,-28.73866,2,"3D Printing, 3D Technology, Construction, Real Estate",Los Angeles,Cazza
12.510022,6.047538,5,"Human Resources, Machine Learning, Predictive Analytics",Bay Area,Ansaro
4.1137695,26.76755,5,"Analytics, Autonomous Vehicles, Big Data, Computer Vision, Geospatial, Machine Learning, Predictive Analytics",Bay Area,Hayden AI
9.298375,4.6437097,5,"Augmented Reality, Gaming, Machine Learning, Media and Entertainment",Bay Area,Scanta
32.07966,24.055834,5,"Machine Learning, Media and Entertainment, Mobile",Bay Area,Snipfeed
1.3390169,-11.158151,5,Information Technology,Bay Area,Notiv
25.517103,-25.3905,5,"Computer, Enterprise Software, Machine Learning, Open Source, Predictive Analytics, Software",Bay Area,MindsDB
44.253803,14.673156,5,"Data Integration, Internet, Machine Learning",Bay Area,Dashblock
-43.808468,-4.535797,4,"Big Data, Education, Hardware, Information Technology",New York,Bakpax
4.307062,26.830296,3,"Health Care, Machine Learning, Wellness",Boston,Assured Allies
2.468539,-15.074448,5,"Career Planning, Consulting, Employment, Human Resources, Machine Learning, Recruiting",Bay Area,Newton Labs
-28.728758,8.773065,4,"B2B, Enterprise Software, FinTech, Machine Learning, Non Profit, Payments, SaaS, Social Impact",New York,Fundraise Up
31.394108,23.49101,5,"Augmented Reality, EdTech, Education, Personal Development, Virtual Reality",Bay Area,PlusOne
-27.88065,8.668847,3,"Financial Services, FinTech, Market Research, Natural Language Processing, News",Boston,"UniBit, Inc."
26.479713,-28.43767,4,"Big Data, Enterprise Software, Internet of Things, Machine Learning, Predictive Analytics",New York,Intelligent Artifacts
14.071944,5.9074473,2,"Machine Learning, Software",Los Angeles,Stick
24.634354,-22.94496,4,Video,New York,intenseye
20.756962,1.9659665,5,"Autonomous Vehicles, Electric Vehicle, Hardware, Machinery Manufacturing",Bay Area,Ztractor
4.031543,26.723633,5,"Computer, Software",Bay Area,Actionable Science
-24.55382,-38.10455,5,"Fashion, Wedding",Bay Area,COUTURME
-9.854982,43.485565,5,"Apps, Enterprise Software, Home Services, Information Technology, Internet, Mobile, Real Estate, Software, Trading Platform",Bay Area,Rentback
-24.436068,-37.89756,5,"Biotechnology, Health Diagnostics, Medical",Bay Area,Clinicai
32.959404,23.101528,4,"Computer, Customer Service, Machine Learning, Software",New York,Loris.ai
39.160366,18.783524,5,"Health Care, Image Recognition, Machine Learning, Neuroscience, Pharmaceutical",Bay Area,BrainKey
-32.897495,27.757555,5,"Analytics, Big Data, Business Intelligence, SaaS, Software",Bay Area,Aristotle (registered as Bouquet.ai)
44.029152,14.847525,5,"Content, Content Creators, Digital Media, Machine Learning, Social Media, Social Media Advertising, Social Media Management, Social Media Marketing",Bay Area,SocialPiper
-33.48497,27.610018,5,"Internet, Machine Learning, SaaS, Software",Bay Area,Syncari
23.790026,0.7788518,4,"Broadcasting, Machine Learning, Podcast",New York,Podible
24.343447,0.28881097,5,"Consumer Applications, Information Technology, Marketplace, Professional Networking, Social Network, Software",Bay Area,Plural.com
26.8002,-0.8875492,5,"Communities, Employee Benefits, Health Care, Machine Learning, mHealth, Natural Language Processing, Personal Health, Wellness",Bay Area,Supportiv
24.793036,-21.923262,5,"Big Data, E-Commerce, Internet",Bay Area,Birdie
12.048118,-51.76661,5,"Broadcasting, Coworking, Information Technology, Machine Learning, Media and Entertainment, Social Media, Software",Bay Area,Lunchclub
-46.297497,-0.81609607,4,Artificial Intelligence,New York,graphen
4.87139,26.873549,5,"Health Care, Machine Learning, Medical Device, Wearables",Bay Area,Respira Labs
-33.921303,27.867207,5,"Data Integration, Machine Learning, Software",Bay Area,xaana.ai
25.160652,-23.163343,5,"Blockchain, Cryptocurrency, FinTech",Bay Area,Element Zero Network
4.847793,26.874475,5,"Machine Learning, Marketing Automation",Bay Area,Leadza
-24.818913,-38.61605,5,"Cyber Security, Machine Learning",Bay Area,Blue Hexagon
-10.843381,46.22241,4,"Gaming, iOS, Mobile, Software",New York,Rune
3.354077,-15.303834,2,Information Technology,Los Angeles,SIMPLIFY REALITY INC.
41.684044,16.66597,4,"Education, Health Care, Software, Wellness",New York,HelloRelish
-30.058165,24.908611,5,"3D Technology, Interior Design, Real Estate, Software, Virtual Reality",Bay Area,at HUM
11.947204,6.0871544,5,"Enterprise Applications, Enterprise Software, Image Recognition, Information Technology, Machine Learning, SaaS",Bay Area,"LearningPal, Inc."
8.833703,4.7665067,4,"Sales, Virtual Reality",New York,Pitchboy
-14.649911,-3.636011,5,"Human Resources, Machine Learning",Bay Area,Humu
-17.954607,-28.763252,5,"Agriculture, AgTech, Biotechnology, Farming, GreenTech, Machine Learning",Bay Area,Andes
39.160103,18.783268,2,"Health Care, Medical, Software",Los Angeles,CardioCube
7.0369,26.382038,4,"Information Technology, Machine Learning, SaaS, Small and Medium Businesses",New York,Electric (Electric AI)
-21.593315,-30.65159,5,"Analytics, Computer, Information Technology, Software, Speech Recognition",Bay Area,DeepAffects
-8.715535,-1.504361,5,"Big Data, Consulting, Machine Learning, SaaS, Supply Chain Management",Bay Area,ThroughPut Inc.
-34.69932,27.66005,4,"Health Care, Machine Learning, Natural Language Processing, Robotics, Software",New York,CognitiveHealth Technologies LLC
38.622097,19.197025,3,"Analytics, Venture Capital",Boston,KingsCrowd
-17.834085,-28.716013,5,"GovTech, Information Technology, Machine Learning, Real Estate",Bay Area,Just Appraised
-23.112326,-34.282383,5,"DSP, Mobile Advertising",Bay Area,Downstream.ai
-7.8485227,-1.5014701,4,"Analytics, Big Data, Machine Learning, Market Research",New York,PredictWise
-43.825066,-4.5805373,5,"Advertising, Digital Marketing, Marketing, Marketing Automation, Software",Bay Area,Lightning AI
1.4442157,-12.088444,5,"Computer Vision, Machine Learning, Robotics, Sensor, Software",Bay Area,Everestlabs.AI
17.416607,3.4120977,5,"Consumer Goods, Location Based Services",Bay Area,Jetpack
-5.9723597,-1.4408942,2,"3D Technology, Film, Gaming, Virtual Reality",Los Angeles,rct studio
-22.598001,-34.592354,5,"Audio, Internet of Things",Bay Area,Senstone Inc.
40.503063,17.95657,2,"Internet, Legal",Los Angeles,Bootstrap Legal
-46.113354,-0.956641,5,"Developer Platform, Human Resources, Internet, Machine Learning, Recruiting, Software",Bay Area,10by10.io
-10.850718,46.244034,2,"B2B, Hotel, Machine Learning, Mobile, SaaS, Tourism, Travel",Los Angeles,"Baarb, Inc."
-26.916328,6.1191177,5,Information Technology,Bay Area,Cohereum
23.773243,0.78465307,5,"Machine Learning, Manufacturing, SaaS, Video",Bay Area,Drishti
21.177263,1.4967004,5,"Database, Information Technology, Internet of Things, Machine Learning, SaaS, Software",Bay Area,Grovf
2.6613252,-15.687453,5,"Apps, EdTech, Education, Software",Bay Area,MyBuddy.ai
-17.525627,-24.309647,5,"Apps, Big Data, Dating, Events, Leisure, Lifestyle, Machine Learning, Mobile, Social Network",Bay Area,Spontime
-18.752934,-23.07167,4,"Developer Platform, Developer Tools, Software",New York,Crane Ai
-33.921223,27.867205,4,"Internet, Natural Language Processing",New York,Verbit.ai
4.445451,28.381071,5,"Digital Media, Internet, Machine Learning, Media and Entertainment, Personalization",Bay Area,Triton
8.642793,7.178099,4,"Analytics, Internet, Machine Learning",New York,Paradigm
-14.516516,-3.309193,4,"Big Data, EdTech, Education, Internet, Machine Learning, Toys",New York,Mishka AI
-8.478801,-4.4418325,4,"Advertising, Digital Marketing, Graphic Design, Machine Learning, Marketing Automation, Social Media Marketing",New York,dipp
25.133356,-0.06905528,3,"Developer Tools, Machine Learning, SaaS, Software",Boston,mabl
40.503212,17.956253,0,"Computer Vision, Machine Learning, Software",Austin,Locus Insights
32.107082,24.036875,5,"Finance, FinTech, Machine Learning, Personal Finance, Wealth Management",Bay Area,The Beans
-24.152397,-37.263367,5,"Big Data, Enterprise Software, Human Resources, Machine Learning, Predictive Analytics, SaaS",Bay Area,"Retainable, Inc. (formerly known as QuitAlert)"
7.85395,8.405312,5,"B2B, Big Data, Information Technology, Internet, Machine Learning, Productivity Tools, Real Time",Bay Area,Hexa
24.341354,0.28722772,4,"Analytics, Biometrics, Facial Recognition, Fraud Detection, Image Recognition, Machine Learning, Security, Speech Recognition",New York,Anryze
25.161312,-0.08213341,5,"Analytics, Software",Bay Area,Brain of the Store
23.592476,0.39540762,5,"Hospitality, Machine Learning, Software, Tourism, Travel",Bay Area,Globaleur
-5.8885584,-1.3818327,5,"Big Data, Information Services, Information Technology, Machine Learning",Bay Area,Resonance AI
-28.635323,8.5952215,2,"Cryptocurrency, Digital Media, Intelligent Systems, Machine Learning, Mobile Payments, Natural Language Processing, Social Impact, Social Media, Social Network, Virtual Assistant",Los Angeles,"Other Mind, Inc."
-22.593798,-34.590927,5,"3D Technology, Computer Vision, CRM, Database, Information Services, Information Technology, Machine Learning, Test and Measurement",Bay Area,BodiDataâ¢
12.058188,-51.499985,4,"Augmented Reality, Health Care, Machine Learning, Virtual Reality",New York,"IKONA, Inc."
31.897734,23.439514,4,"CRM, Information Technology, Machine Learning",New York,Signum.ai
-34.844112,27.559643,5,"Advertising, Enterprise Software, Human Resources, Marketplace, Music, Video",Bay Area,Fastcast
7.1397367,25.324013,5,"B2B, Marketing Automation, SaaS",Bay Area,Popmetrics
11.958312,-48.781036,4,"3D Technology, Architecture, Commercial Real Estate, Interior Design, Real Estate, SaaS, Smart Building, Software",New York,Archeads
-18.475647,-21.480097,0,"Advertising Platforms, B2B, Big Data, FinTech, Machine Learning, Management Information Systems, Marketing Automation, Prediction Markets, Predictive Analytics, SaaS",Austin,stratEDGE App
22.34996,-22.07278,4,"Biotechnology, Clinical Trials, Software",New York,Owkin
13.577068,5.633647,5,"Genetics, Information Technology, Machine Learning, Personal Health, Pharmaceutical, Search Engine, Software",Bay Area,XLabs AI
14.055577,5.783665,4,"Health Care, Health Diagnostics, Machine Learning, Medical",New York,Paige.AI
11.566429,-46.78608,5,"Machine Learning, Natural Language Processing, Speech Recognition",Bay Area,Quirk.ai
-34.64038,27.453726,5,"Machine Learning, Sales Automation",Bay Area,Automation Hero
-45.86091,-1.3059868,5,"Document Management, Legal Tech, Professional Services, Translation Service",Bay Area,TranslateFX
-7.7297363,-1.3227899,5,"Business Development, Customer Service, Information Technology, Legal, Legal Tech, Messaging",Bay Area,MessagePath
